date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST
2020-07-02,sh.000001,3023.7189,3092.4432,3021.6736,3090.5693,3025.981,39112799600.0,478216482346.4,3,1.086632,1,2.134458,0
2020-07-03,sh.000001,3103.9952,3152.8126,3103.9952,3152.8126,3090.5693,45879385100.0,535489334735.2,3,1.274521,1,2.013975,0
2020-07-06,sh.000001,3187.8393,3337.2723,3187.8393,3332.8807,3152.8126,64387890600.0,724153675701.0,3,1.786569,1,5.711348,0
2020-07-07,sh.000001,3380.9536,3407.0811,3336.2416,3345.3369,3332.8807,65784015900.0,793638372424.8,3,1.826065,1,0.373737,0
2020-07-08,sh.000001,3337.5518,3421.5312,3327.7062,3403.4401,3345.3369,58708168500.0,696807634537.9,3,1.629579,1,1.736842,0
2020-07-09,sh.000001,3403.4832,3456.9721,3393.6379,3450.5935,3403.4401,62000182300.0,751406830395.1,3,1.720796,1,1.385463,0
2020-07-10,sh.000001,3418.9347,3433.1085,3372.5066,3383.3222,3450.5935,55612001100.0,703197550444.5,3,1.543386,1,-1.949557,0
2020-07-13,sh.000001,3379.3867,3458.7914,3369.0378,3443.2863,3383.3222,55800687500.0,717397053099.2,3,1.546444,1,1.772344,0
2020-07-14,sh.000001,3435.0237,3451.2224,3366.0828,3414.6186,3443.2863,54321149200.0,707327005157.3,3,1.507134,1,-0.832568,0
2020-07-15,sh.000001,3422.0778,3432.4506,3345.7488,3361.3044,3414.6186,49203054200.0,674727409786.3,3,1.365131,1,-1.561352,0
2020-07-16,sh.000001,3356.359,3373.5317,3209.7272,3210.0986,3361.3044,49061312300.0,679468340648.5,3,1.361042,1,-4.498426,0
2020-07-17,sh.000001,3214.4022,3252.7786,3181.2745,3214.1287,3210.0986,35965241300.0,486536118269.0,3,0.997475,1,0.125544,0
2020-07-20,sh.000001,3243.9105,3314.149,3220.684,3314.149,3214.1287,41855530600.0,544045656232.3,3,1.159111,1,3.111895,0
2020-07-21,sh.000001,3330.5467,3336.6791,3300.5719,3320.8947,3314.149,35925202900.0,488862180370.5,3,0.995863,1,0.203542,0
2020-07-22,sh.000001,3315.1816,3381.9757,3311.7862,3333.1635,3320.8947,39333533500.0,540577040593.6,3,1.090166,1,0.369443,0
2020-07-23,sh.000001,3306.1489,3336.3002,3257.8269,3325.1102,3333.1635,40704249900.0,546887089707.7,3,1.151218,1,-0.241611,0
2020-07-24,sh.000001,3310.6449,3319.1268,3184.9645,3196.7684,3325.1102,42705402600.0,584311865016.6,3,1.207739,1,-3.859776,0
2020-07-27,sh.000001,3210.3863,3221.9846,3174.6583,3205.2268,3196.7684,29931902100.0,402231919288.9,3,0.829119,1,0.264592,0
2020-07-28,sh.000001,3226.1329,3245.2967,3208.4939,3227.9604,3205.2268,28937786100.0,389873696214.7,3,0.817955,1,0.709267,0
2020-07-29,sh.000001,3221.9883,3294.5521,3209.9902,3294.5521,3227.9604,32492406200.0,453094399515.5,3,0.918285,1,2.062965,0
2020-07-30,sh.000001,3299.5718,3312.4508,3282.1617,3286.822,3294.5521,34070412100.0,476974005608.8,3,0.962841,1,-0.234633,0
2020-07-31,sh.000001,3280.7959,3333.7859,3261.6135,3310.0065,3286.822,35375897900.0,495778040702.2,3,0.999587,1,0.705377,0
2020-08-03,sh.000001,3332.1826,3368.1028,3327.6773,3367.9658,3310.0065,40746086700.0,572430759824.7,3,1.12757,1,1.751033,0
2020-08-04,sh.000001,3376.4402,3391.0743,3352.5017,3371.6875,3367.9658,44232855100.0,604942141521.3,3,1.249419,1,0.110503,0
2020-08-05,sh.000001,3363.3324,3383.6365,3333.877,3377.5648,3371.6875,38582302700.0,526515054657.5,3,1.089812,1,0.174313,0
2020-08-06,sh.000001,3380.7621,3392.7048,3334.3341,3386.4631,3377.5648,41530251000.0,570488248065.2,3,1.172942,1,0.263453,0
2020-08-07,sh.000001,3370.5878,3374.133,3307.7127,3354.0352,3386.4631,40392963300.0,561435649551.0,3,1.140678,1,-0.957574,0
2020-08-10,sh.000001,3341.5276,3399.9323,3335.0427,3379.2524,3354.0352,38137963000.0,527083944584.7,3,1.053404,1,0.751847,0
2020-08-11,sh.000001,3379.4874,3409.0589,3336.0945,3340.29,3379.2524,40045270600.0,514020764101.4,3,1.130021,1,-1.152989,0
2020-08-12,sh.000001,3327.4929,3335.729,3263.2653,3319.2656,3340.29,37832895900.0,480731246079.0,3,1.067596,1,-0.629418,0
2020-08-13,sh.000001,3328.1754,3338.1518,3309.4629,3320.7261,3319.2656,32429127800.0,387162288598.3,3,0.915025,1,0.044001,0
2020-08-14,sh.000001,3315.6687,3362.0267,3302.7357,3360.0988,3320.7261,30599837600.0,367467421740.0,3,0.863395,1,1.185665,0
2020-08-17,sh.000001,3373.9018,3450.8987,3369.3742,3438.801,3360.0988,43459826000.0,537425075053.0,3,1.199713,1,2.342259,0
2020-08-18,sh.000001,3441.9337,3456.7206,3432.6402,3451.0894,3438.801,38072927500.0,493052155326.1,3,1.072958,1,0.357345,0
2020-08-19,sh.000001,3444.5646,3454.4613,3406.1642,3408.1288,3451.0894,40572221400.0,498262158316.3,3,1.14329,1,-1.244842,0
2020-08-20,sh.000001,3385.9645,3394.557,3352.7767,3363.8988,3408.1288,33560098200.0,401815550096.0,3,0.94541,1,-1.29778,0
2020-08-21,sh.000001,3380.2269,3393.9175,3358.0005,3380.6825,3363.8988,28748834000.0,361281752664.8,3,0.809851,1,0.498936,0
2020-08-24,sh.000001,3391.1132,3396.5663,3368.0258,3385.6383,3380.6825,26622784100.0,345683380014.8,3,0.734262,1,0.146592,0
2020-08-25,sh.000001,3392.8797,3408.8697,3364.1602,3373.5781,3385.6383,27711342100.0,355997790768.0,3,0.780096,1,-0.356216,0
2020-08-26,sh.000001,3371.8083,3382.6032,3320.1355,3329.7388,3373.5781,29445103600.0,381928906554.3,3,0.828902,1,-1.29949,0
2020-08-27,sh.000001,3333.4909,3351.8324,3312.9859,3350.1128,3329.7388,23709935300.0,317153391524.5,3,0.667422,1,0.61188,0
2020-08-28,sh.000001,3346.2893,3405.8768,3339.6494,3403.8066,3350.1128,27132554900.0,379367046371.3,3,0.763806,1,1.602746,0
2020-08-31,sh.000001,3416.5497,3442.7363,3395.4675,3395.6775,3403.8066,32347389000.0,436930125416.2,3,0.892028,1,-0.238824,0
2020-09-01,sh.000001,3389.7424,3410.6068,3381.7108,3410.6068,3395.6775,24699924900.0,326850955347.9,3,0.695129,1,0.439656,0
2020-09-02,sh.000001,3420.4693,3421.3959,3377.2111,3404.8017,3410.6068,26154631900.0,345638982329.5,3,0.736067,1,-0.170207,0
